name,type,dimensions,url,click_destination
SOLUM shoot 097,image,1067x1600,https://bysolum.co.uk/creatives/solum-shoot-097.jpg,https://bysolum.co.uk/buy
SOLUM shoot 098,image,1067x1600,https://bysolum.co.uk/creatives/solum-shoot-098.jpg,https://bysolum.co.uk/buy
SOLUM shoot 099,image,1067x1600,https://bysolum.co.uk/creatives/solum-shoot-099.jpg,https://bysolum.co.uk/buy
SOLUM outer box-8,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-8.jpg,https://bysolum.co.uk/buy
SOLUM outer box-9,image,1600x1067,https://bysolum.co.uk/creatives/solum-outerbox-9.jpg,https://bysolum.co.uk/buy
SOLUM outer box-27,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-27.jpg,https://bysolum.co.uk/buy
SOLUM outer box-26,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-26.jpg,https://bysolum.co.uk/buy
SOLUM outer box-18,image,1067x1600,https://bysolum.co.uk/creatives/solum-outerbox-18.jpg,https://bysolum.co.uk/buy
SOLUM outer box-24,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-24.jpg,https://bysolum.co.uk/buy
SOLUM outer box-30,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-30.jpg,https://bysolum.co.uk/buy
SOLUM outer box,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox.jpg,https://bysolum.co.uk/buy
SOLUM outer box-25,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-25.jpg,https://bysolum.co.uk/buy
SOLUM outer box-19,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-19.jpg,https://bysolum.co.uk/buy
SOLUM outer box-21,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-21.jpg,https://bysolum.co.uk/buy
SOLUM outer box-20,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-20.jpg,https://bysolum.co.uk/buy
SOLUM outer box-22,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-22.jpg,https://bysolum.co.uk/buy
SOLUM shoot,image,1280x1600,https://bysolum.co.uk/creatives/soco-solum-se.jpg,https://bysolum.co.uk/buy
SOLUM outer box-23,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-23.jpg,https://bysolum.co.uk/buy
SOLUM outer box-12,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-12.jpg,https://bysolum.co.uk/buy
SOLUM outer box-13,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-13.jpg,https://bysolum.co.uk/buy
SOLUM shoot 1of2 ,image,1280x1600,https://bysolum.co.uk/creatives/soco-solum-se-1of2.jpg,https://bysolum.co.uk/buy
SOLUM outer box-11,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-11.jpg,https://bysolum.co.uk/buy
SOLUM outer box-10,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-10.jpg,https://bysolum.co.uk/buy
SOLUM outer box-14,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-14.jpg,https://bysolum.co.uk/buy
SOLUM outer box-28,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-28.jpg,https://bysolum.co.uk/buy
SOLUM outer box-29,image,1600x1067,https://bysolum.co.uk/creatives/solum-outerbox-29.jpg,https://bysolum.co.uk/buy
SOLUM outer box-15,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-15.jpg,https://bysolum.co.uk/buy
SOLUM outer box-17,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-17.jpg,https://bysolum.co.uk/buy
SOLUM outer box-16,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-16.jpg,https://bysolum.co.uk/buy
SOLUM outer box-4,image,1600x1067,https://bysolum.co.uk/creatives/solum-outerbox-4.jpg,https://bysolum.co.uk/buy
SOLUM shoot 2of2 ,image,1280x1600,https://bysolum.co.uk/creatives/soco-solum-se-2of2.jpg,https://bysolum.co.uk/buy
SOLUM outer box-5,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-5.jpg,https://bysolum.co.uk/buy
SOLUM outer box-7,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-7.jpg,https://bysolum.co.uk/buy
SOLUM outer box-6,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-6.jpg,https://bysolum.co.uk/buy
SOLUM outer box-2,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-2.jpg,https://bysolum.co.uk/buy
SOLUM outer box-3,image,1280x1600,https://bysolum.co.uk/creatives/solum-outerbox-3.jpg,https://bysolum.co.uk/buy
